text,merek,jenis_produk,kandungan,manfaat,topik,alasan_topik_kosong,topik_label
pigeon teens series facial foam sabun cuci wajah moisturizer sleeping mask serum sunscreen,pigeon teens series,"facial foam sabun cuci wajah moisturizer, sleeping mask serum sunscreen",,,0.0,,Skincare Anti-Aging dan Brightening
elsheskin radiant advance serum brightening anti kusam mencerahkan maksimal pudarkan noda hitam bekas jerawat tranexamic acid niacinamide symwhite kojic alpha arbutin,,elsheskin radiant advance serum,"tranexamic acid, niacinamide symwhite, kojic alpha arbutin",brightening anti kusam mencerahkan maksimal pudarkan noda hitam bekas jerawat,0.0,,Skincare Anti-Aging dan Brightening
skin aqua sunscreen moisturizer milk gel white mild tone up uv,skin aqua,"sunscreen, moisturizer, gel, tone up",milk,"white mild, uv",0.0,,Skincare Anti-Aging dan Brightening
glowsophy cica panthenol soothing moisturizer,glowsophy,moisturizer,cica panthenol,soothing,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
scora panthenol low ph cleanser sabun cuci wajah sensitive skin,scora,cleanser sabun cuci wajah,panthenol,"low ph, sensitive skin",1.0,,Pembersih Wajah dan Perawatan Jerawat
wardah uv shield airy smooth sunscreen serum spf 50 pa ringan,wardah,sunscreen serum,,"uv shield airy smooth, spf 50 pa, ringan",0.0,,Skincare Anti-Aging dan Brightening
azarine hydrasoothe sunscreen gel spf 45 pa,azarine,sunscreen gel,,"hydrasoothe, spf 45 pa",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
the originote mugwort b3 clay stick mask wajah membantu exfoliating menghilangkan minyak berlebih jerawat niacinamide,the originote,clay stick mask wajah,"mugwort b3, niacinamide",membantu exfoliating menghilangkan minyak berlebih jerawat,1.0,,Pembersih Wajah dan Perawatan Jerawat
bioaqua sheet mask brightening moisturizing hydrating essence anti - aging wajah,bioaqua,"sheet mask, essence",,"brightening moisturizing, hydrating, anti - aging wajah",0.0,,Skincare Anti-Aging dan Brightening
you triple uv sunscreen spf50 pa tabir surya oil control untuk kulit berminyak uva uvb blue light oily skin selling,you,"sunscreen, tabir surya",,"triple uv, spf50 pa, oil control untuk kulit berminyak uva uvb blue light oily skin selling",1.0,,Pembersih Wajah dan Perawatan Jerawat
ghaniyyah cream erna,"ghaniyyah, erna",cream,,,1.0,,Pembersih Wajah dan Perawatan Jerawat
viva face serum peeling glowing white anti - aging,viva,face serum,,peeling glowing white anti - aging,1.0,,Pembersih Wajah dan Perawatan Jerawat
jerawat pimple patch stiker penghilang,,jerawat pimple patch stiker,,penghilang,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skintific acid anti jerawat gel moisturizer melembabkan menghilangkan bekas kulit beruntusan exfoliating perawatan wajah calming pelembab white facial day cream night,skintific,"gel moisturizer, pelembab",acid,"anti jerawat, melembabkan menghilangkan bekas kulit beruntusan exfoliating perawatan wajah calming, white facial day cream night",4.0,,Brightening dengan Bahan Aktif
skintific ceramide low ph cleanser facial wash face sabun cuci wajah acner glowing barrier anti - aging exfoliating brightening white blackhead removal calming peeling dark spot amino acid hyaluronic,skintific,cleanser facial wash face sabun cuci wajah,"ceramide, amino acid hyaluronic","low ph, acner glowing barrier anti - aging exfoliating brightening white blackhead removal calming peeling dark spot",1.0,,Pembersih Wajah dan Perawatan Jerawat
viva white cream,viva,cream,,white,1.0,,Pembersih Wajah dan Perawatan Jerawat
bioaqua sheet mask,bioaqua,sheet mask,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
dorskin matcha glow sleeping mask jerawat brightening pelembap cream pagi malam gel,dorskin,"sleeping mask, pelembap cream, gel",matcha,"glow, jerawat brightening, pagi malam",1.0,,Pembersih Wajah dan Perawatan Jerawat
seca skin renewal exfoliating peeling gel,seca,exfoliating peeling gel,,skin renewal,1.0,,Pembersih Wajah dan Perawatan Jerawat
bioaqua sheet mask brightening moisturizing hydrating essence anti - aging,bioaqua,"sheet mask, essence",,"brightening moisturizing, hydrating, anti - aging",0.0,,Skincare Anti-Aging dan Brightening
white serum pencerah wajah,,serum,,"white, pencerah wajah",4.0,,Brightening dengan Bahan Aktif
somethinc biospicule renewal serum,somethinc,biospicule renewal serum,,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
wardah bright creamy foam smooth glow oil control,wardah,bright creamy foam,,smooth glow oil control,0.0,,Skincare Anti-Aging dan Brightening
hchana natural skin mask sheet rorec,"hchana, rorec",mask sheet,,natural skin,0.0,,Skincare Anti-Aging dan Brightening
bioaqua sheet mask,bioaqua,sheet mask,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
natur90 peel off mask goat milk charcoal naturgo jerawat wajah,"natur90, naturgo",peel off mask,"goat milk, charcoal",jerawat wajah,0.0,,Skincare Anti-Aging dan Brightening
bioaqua scrub wajah peeling gel niacinamide brightening smooth facial exfoliating face,bioaqua,scrub wajah peeling gel,niacinamide,brightening smooth facial exfoliating face,1.0,,Pembersih Wajah dan Perawatan Jerawat
the originote jelly booster serum moisturizer mencerahkan meratakan warna kulit glutathione,the originote,jelly booster serum moisturizer,glutathione,mencerahkan meratakan warna kulit,0.0,,Skincare Anti-Aging dan Brightening
implora face serum hydrating jerawat brightening peeling midnight white milkyampoule sunscreen sun shield tabir surya spf,implora,"face serum, sunscreen, tabir surya",milkyampoule,"hydrating jerawat brightening peeling midnight white, sun shield, spf",1.0,,Pembersih Wajah dan Perawatan Jerawat
grace and glow brightening sun lotion body serum spf 30 pa sunscreen sunblock badan anti uv arbutin bearberry,grace and glow,"sun lotion body serum, sunscreen sunblock",arbutin bearberry,"brightening, spf 30 pa, badan anti uv",0.0,,Skincare Anti-Aging dan Brightening
focallure spot patch jerawat treatment day night,focallure,spot patch jerawat,,treatment day night,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
jerawat patch penghilang acnes spot menghilangkan angkat speedy solution anti trouble,,jerawat patch,,"penghilang acnes spot, menghilangkan angkat speedy solution anti trouble",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
jerawat patch transparan plester pagi malam ultra thin spot,,"jerawat patch transparan plester, ultra thin spot",,pagi malam,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
finally found you soy bright moisturizer primer makeup gel pelembab cream siang malam,finally found you soy,moisturizer primer makeup gel pelembab cream,,"bright, siang malam",4.0,,Brightening dengan Bahan Aktif
azarine hydrasoothe sunscreen gel spf45 pa sun screen tabir surya cream hydramax suncreen serum spf tone,azarine,"sunscreen gel, sun screen tabir surya cream, suncreen serum, tone",,"hydrasoothe, spf45 pa, hydramax, spf",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
implora serum wajah,implora,serum wajah,,,0.0,,Skincare Anti-Aging dan Brightening
exfoliating pad npure jerawat clear cica acid extract glycolic pha wajah bruntusan,npure,exfoliating pad,"cica, acid extract glycolic pha","jerawat clear, wajah bruntusan",4.0,,Brightening dengan Bahan Aktif
everpure sul jerawat spot drying lotion obat totol mengeringkan sulfur bha,everpure sul,lotion obat totol,sulfur bha,"jerawat spot drying, mengeringkan",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
you daily defense sunscreen serum spf30 tabir surya uva uvb blue light lightweight dry skin,you,"sunscreen serum, tabir surya",,"daily defense, spf30, uva uvb blue light lightweight, dry skin",4.0,,Brightening dengan Bahan Aktif
azarine cicamide barrier sunscreen moisturizer spf35 pa,azarine,sunscreen moisturizer,cicamide,"barrier, spf35 pa",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
bioaqua sheet mask fruits veggies buah sayur facial brightening moisturizing anti - aging wajah glowing glow,bioaqua,sheet mask,"fruits veggies, buah sayur","facial brightening moisturizing, anti - aging wajah glowing glow",0.0,,Skincare Anti-Aging dan Brightening
keymask,keymask,,,,,entitas tidak dikenali dictionary LDA,
jerawat patch hydrocolloids pimple repair skin penyerap serap minyak wajah oil control,,"jerawat patch, penyerap",hydrocolloids,"pimple repair skin, serap minyak wajah oil control",4.0,,Brightening dengan Bahan Aktif
collagen day night,,,collagen,day night,3.0,,Hidrasi dan Perawatan Kulit Sensitif
louisse choice ginseng herbal mask moisturizing nourishing anti - aging anti wrinkle seed oil centella,louisse choice,herbal mask,"ginseng, seed oil centella",moisturizing nourishing anti - aging anti wrinkle,0.0,,Skincare Anti-Aging dan Brightening
eiem beauty moisturizer,eiem beauty,moisturizer,,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
2 garnier men acno fight anti jerawat scrub foam,2 garnier men,"scrub, foam",,acno fight anti jerawat,1.0,,Pembersih Wajah dan Perawatan Jerawat
skin1004 madagascar centella tone brightening capsule ampoule,skin1004,capsule ampoule,madagascar centella,tone brightening,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
the originote cleanser cicamide facial hyalurose micellar water,the originote,"cleanser, micellar water","cicamide, hyalurose",facial,4.0,,Brightening dengan Bahan Aktif
green mask stick stik tea penghilang komedo,green,mask stick stik,tea,penghilang komedo,4.0,,Brightening dengan Bahan Aktif
somethinc sunscreen spf 40 pa,somethinc,sunscreen,,spf 40 pa,0.0,,Skincare Anti-Aging dan Brightening
serum vitamin e,,serum,vitamin e,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
toner avoskin miraculous refining aha bha pha exfoliating kulit,avoskin miraculous,toner,aha bha pha,"refining, exfoliating kulit",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
100 glad2glow pomegranate niacinamide brightening moisturizer mencerahkan pelembab wajah white glowing cream day night malam pencerah,100 glad2glow,"moisturizer, pelembab wajah, cream","pomegranate, niacinamide","brightening, mencerahkan, white glowing, day night malam pencerah",1.0,,Pembersih Wajah dan Perawatan Jerawat
skin aqua uv white milk spf50 pa,skin aqua,,milk,"uv white, spf50 pa",0.0,,Skincare Anti-Aging dan Brightening
skin1004 centella ampoule,skin1004,ampoule,centella,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skintific aqua light daily sunscreen spf 35 pa sunblock sun glowing barrier anti - aging brightening white mencerahkan wajah melindungi kulit dari sinar uva uvb,skintific,"sunscreen, sunblock, sun",aqua,"light daily, spf 35 pa, glowing barrier anti - aging brightening white mencerahkan wajah melindungi kulit dari sinar uva uvb",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
fair lovely glow cream,fair lovely,cream,,glow,0.0,,Skincare Anti-Aging dan Brightening
wardah uv shield sunscreen gel spf 35,wardah,sunscreen gel,,"uv shield, spf 35",0.0,,Skincare Anti-Aging dan Brightening
garnier bright complete vitamin c booster serum cepat cerahkan noda hitam samarkan bekas jerawat,garnier,booster serum,vitamin c,"bright complete, cepat cerahkan noda hitam samarkan bekas jerawat",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
somethinc niacinamide moisturizer serum kulit mencerahkan maksimal pemula,somethinc,"moisturizer, serum",niacinamide,kulit mencerahkan maksimal pemula,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
forebie fight jerawat moisturizer serum,forebie,moisturizer serum,,fight jerawat,1.0,,Pembersih Wajah dan Perawatan Jerawat
toner badan kelupas melati,,toner badan,melati,kelupas,4.0,,Brightening dengan Bahan Aktif
viva air mawar face tonic milk cleanser toner penyegar susu,viva,"face tonic, cleanser toner","air mawar, milk, susu",penyegar,1.0,,Pembersih Wajah dan Perawatan Jerawat
skin1004 madagascar centella hyalu cica serum spf50 pa,skin1004,serum,madagascar centella hyalu cica,spf50 pa,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skintific niacinamide brightening moisturizer glowing gel alpha arbutin cream white wajah,skintific,"moisturizer, gel, cream","niacinamide, alpha arbutin","brightening, glowing, white wajah",1.0,,Pembersih Wajah dan Perawatan Jerawat
sunblock wajah badan spf 50 pa sunscreen,,"sunblock wajah badan, sunscreen",,spf 50 pa,0.0,,Skincare Anti-Aging dan Brightening
skintific ceramide barrier moisturizer gel cream white wajah calming brightening dark spot pelembab facial day night niacinamide centella marine collagen,skintific,"moisturizer gel cream white wajah, pelembab facial","ceramide, niacinamide centella marine collagen","barrier, calming brightening dark spot, day night",1.0,,Pembersih Wajah dan Perawatan Jerawat
nature aloe vera 92 soothing gel,nature,gel,aloe vera,92 soothing,1.0,,Pembersih Wajah dan Perawatan Jerawat
beauty charge facial cleancer,beauty charge,facial cleancer,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
npure sunscreen cica the sun matte spf 50 pa jerawat hypoallergenic acid beruntusan hydrating mencerahkan wajah,npure,sunscreen,"cica, acid","the sun matte spf 50 pa jerawat hypoallergenic, beruntusan hydrating mencerahkan wajah",0.0,,Skincare Anti-Aging dan Brightening
oily skin scarlett white ultra light daily sunscreen spf 50 pa water based meresap 20an detik ringan ceramide hyaluronic acid no whitecast,scarlett,sunscreen,ceramide hyaluronic acid,"oily skin, white ultra light daily, spf 50 pa water based meresap 20an detik ringan, no whitecast",4.0,,Brightening dengan Bahan Aktif
glad2glow mugwort clay mask wajah face cleansing green salicylic acid anti pores jerawat komedo centella facial wash off,glad2glow,"clay mask wajah face cleansing green, facial wash off","mugwort, salicylic acid, centella",anti pores jerawat komedo,4.0,,Brightening dengan Bahan Aktif
skin aqua uv white milk spf 50,skin aqua,,milk,"uv white, spf 50",0.0,,Skincare Anti-Aging dan Brightening
eileen moisturize rose jelly mask,eileen,"moisturize, jelly mask",rose,,4.0,,Brightening dengan Bahan Aktif
toner pelicin ekstrak lemon strong wangi,,toner pelicin,ekstrak lemon,strong wangi,3.0,,Hidrasi dan Perawatan Kulit Sensitif
somethinc low ph gentle jelly cleanser sabun cuci wajah semua jenis kulit,somethinc,gentle jelly cleanser sabun cuci wajah,,"low ph, semua jenis kulit",0.0,,Skincare Anti-Aging dan Brightening
mask wajah puqianna ekstrak buah tumbuhan kualitas face,puqianna,mask wajah,ekstrak buah tumbuhan,kualitas face,0.0,,Skincare Anti-Aging dan Brightening
azarine barrier moisturizer pelembab wajah cream gel mencerahkan kulit kusam jerawat sensitif,azarine,"moisturizer, pelembab wajah cream gel",,"barrier, mencerahkan kulit kusam jerawat sensitif",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
hchana rorec sheet mask facial perawatan,hchana rorec,sheet mask,,facial perawatan,0.0,,Skincare Anti-Aging dan Brightening
cosrx low ph morning cleanser sabun wajah untuk semua jenis kulit,cosrx,cleanser sabun wajah,,"low ph, morning, untuk semua jenis kulit",4.0,,Brightening dengan Bahan Aktif
facetology triple care jerawat calm micellar water cleanser wajah salicylic acid untuk kulit berminyak,facetology,micellar water cleanser wajah,salicylic acid,"triple care jerawat calm, untuk kulit berminyak",4.0,,Brightening dengan Bahan Aktif
the originote peeling solution serum exfoliating wajah untuk angkat sel kulit mati memperbaiki tekstur aha bha pha,the originote,peeling solution serum,aha bha pha,exfoliating wajah untuk angkat sel kulit mati memperbaiki tekstur,4.0,,Brightening dengan Bahan Aktif
glad2glow 3d acid clay stick mask wajah komedo cleanser penghilang wash off,glad2glow,"clay stick mask wajah komedo cleanser penghilang, wash off",3d acid,,4.0,,Brightening dengan Bahan Aktif
hanasui collagen sunscreen spf50 pa,hanasui,sunscreen,collagen,spf50 pa,4.0,,Brightening dengan Bahan Aktif
cream htmh 0 flek jerawat white,htmh 0,cream,,flek jerawat white,1.0,,Pembersih Wajah dan Perawatan Jerawat
skintific panthenol jerawat calming water gel exfoliating perawatan wajah untuk melembabkan white brightening dark spot pelembab facial moisturizer day cream night niacinamide centella ceramide,skintific,"water gel exfoliating, pelembab facial moisturizer, cream","panthenol, niacinamide centella ceramide","jerawat calming, perawatan wajah untuk melembabkan white brightening dark spot, day, night",1.0,,Pembersih Wajah dan Perawatan Jerawat
